Record_ID,Student_ID,Survey_Date,Age,Gender,Grade_Level,School_Type,Subject,Study_Hours_Per_Day,Sleep_Hours_Per_Night,Screen_Time_Hours,Attendance_Percentage,Homework_Completion_Percentage,Study_Method,Tutoring,Internet_Access,Stress_Level,Parent_Support_Level,Previous_Exam_Score,Exam_Score,Final_Result,Teacher_Comment
R0895,S0019,2026-03-20,13.0,Male,Grade 8,Private,Computer Science,3.2,7.1,4.4,87.0,78.0,Group Study,No,Yes,Medium,Medium,86.0,79.0,Good,Excellent focus
R2185,S0251,2026-04-28,17.0,Male,Grade 12,Public,History,3.4,7.9,4.2,88.0,100.0,Online Videos,Yes,Yes,Low,High,92.0,100.0,Excellent,No Comment
R1001,S0573,2026-04-23,13.0,Male,Grade 8,Public,English,3.3,7.1,3.8,87.0,80.0,Group Study,No,Yes,Low,Medium,89.0,90.0,Excellent,Needs revision plan
R0585,S0057,2026-04-28,16.0,Female,Grade 11,Public,Math,4.9,8.1,4.1,85.0,83.0,Online Videos,Yes,Yes,Medium,High,100.0,100.0,Excellent,Homework quality varies
R0167,S0147,2026-03-09,13.0,Male,Grade 8,International,Math,4.0,6.3,3.7,76.0,72.0,Notebook / Notes,No,Yes,Low,Medium,97.0,95.0,Excellent,Homework quality varies
R2748,S0528,2026-03-24,16.0,Female,Grade 11,Public,English,5.0,5.2,5.6,99.0,77.0,Notebook / Notes,No,Yes,Medium,Medium,89.0,96.0,Excellent,Improved this term
R2139,S0736,2026-04-16,14.0,Male,Grade 9,Public,History,5.1,7.3,5.7,87.0,65.0,Self Study,No,Yes,Medium,Medium,100.0,100.0,Excellent,Strong participation
R0905,S0314,2026-02-07,15.0,Male,Grade 10,Public,English,1.0,9.2,6.1,90.0,67.0,Self Study,No,Yes,High,Medium,86.0,86.0,Good,Needs revision plan
R3139,S0547,2026-03-16,13.0,Female,Grade 12,Public,Math,4.6,8.3,3.6,87.0,87.0,Self Study,No,Yes,Low,Medium,96.0,100.0,Excellent,Homework quality varies
R2671,S0493,2026-03-31,15.0,Male,Grade 11,Public,Math,3.1,6.1,5.0,89.0,81.0,Private Tutor,No,No,Medium,Medium,84.0,100.0,Excellent,Absent during some activities
R0663,S0615,2026-03-18,15.0,Male,Grade 10,Public,Math,2.2,7.2,3.4,100.0,74.0,Self Study,Yes,Yes,Medium,Medium,97.0,97.0,Excellent,Often distracted
R2383,S0048,2026-03-19,17.0,Female,Grade 12,International,Science,2.3,5.4,4.2,99.0,54.0,Self Study,Yes,Yes,Medium,High,89.0,89.0,Good,Homework quality varies
R0002,S0253,2026-02-18,14.0,Female,Grade 9,Public,History,5.0,7.5,2.6,100.0,91.0,Self Study,No,Yes,Low,Medium,90.0,100.0,Excellent,Excellent focus
R1523,S0475,2026-02-06,14.0,Female,Grade 9,Private,Computer Science,1.6,6.9,4.2,79.0,72.0,Online Videos,No,Yes,Medium,Low,90.0,76.0,Good,Often distracted
R1532,S0508,2026-04-04,17.0,Female,Grade 12,International,Math,4.9,6.5,3.1,100.0,61.0,Group Study,No,Yes,Medium,High,97.0,100.0,Excellent,Absent during some activities
R2924,S0712,2026-03-28,15.0,Male,Grade 10,Public,Science,3.8,6.3,1.6,88.0,54.0,Self Study,No,Yes,Medium,Medium,100.0,99.0,Excellent,Improved this term
R1666,S0285,2026-04-06,16.0,Male,Grade 11,International,Computer Science,3.6,6.2,4.5,87.0,93.0,Online Videos,Yes,Yes,Low,Medium,98.0,100.0,Excellent,Strong participation
R1985,S0544,2026-04-18,16.0,Female,Grade 11,Public,History,3.2,6.2,4.8,87.0,81.0,Online Videos,Yes,Yes,Medium,Medium,100.0,99.0,Excellent,Homework quality varies
R1217,S0736,2026-04-27,14.0,Male,Grade 9,International,Math,3.4,6.2,2.8,87.0,78.0,Group Study,No,Yes,Low,High,100.0,99.0,Excellent,Excellent focus
R2452,S0303,2026-04-02,13.0,Male,Grade 8,International,Computer Science,1.1,6.4,6.2,82.0,48.0,Online Videos,No,Yes,Medium,High,79.0,71.0,Pass,Consistent effort
R1756,S0613,2026-03-31,15.0,Female,Grade 10,Public,Computer Science,3.3,6.5,6.5,87.0,66.0,Online Videos,No,No,High,Medium,90.0,93.0,Excellent,Absent during some activities
R0287,S0179,2026-04-19,14.0,Male,Grade 9,Public,Math,2.5,7.2,2.0,100.0,70.0,Online Videos,Yes,Yes,Medium,High,85.0,89.0,Good,Needs revision plan
R1633,S0726,2026-03-24,17.0,Female,Grade 12,Private,Computer Science,1.5,7.4,5.7,100.0,85.0,Notebook / Notes,Yes,Yes,Medium,Medium,93.0,93.0,Excellent,No Comment
R3869,S0125,2026-02-22,17.0,Male,Grade 12,Public,Computer Science,0.7,8.2,3.3,89.0,65.0,Notebook / Notes,No,Yes,Low,Medium,79.0,84.0,Good,Homework quality varies
R0137,S0623,2026-03-07,14.0,Male,Grade 9,Public,Math,3.2,7.6,5.4,86.0,100.0,Group Study,Yes,Yes,High,Medium,80.0,88.0,Good,Needs better time management
R1188,S0254,2026-03-23,17.0,Male,Grade 12,Public,Computer Science,2.9,6.8,4.2,93.0,80.0,Online Videos,Yes,Yes,Medium,Low,92.0,100.0,Excellent,Often distracted
R0847,S0115,2026-04-15,15.0,Female,Grade 10,Public,Math,3.2,6.9,4.8,75.0,98.0,Group Study,Yes,Yes,Medium,Medium,89.0,92.0,Excellent,No Comment
R1665,S0301,2026-04-07,14.0,Female,Grade 10,Private,Science,4.0,5.7,4.0,89.0,60.0,Private Tutor,No,No,Medium,Medium,98.0,93.0,Excellent,Strong participation
R0221,S0111,2026-03-08,17.0,Male,Grade 12,Private,English,3.3,7.4,0.5,98.0,60.0,Notebook / Notes,No,Yes,Low,Medium,90.0,91.0,Excellent,No Comment
R3319,S0624,2026-02-15,14.0,Male,Grade 10,Public,Math,3.3,6.6,4.0,81.0,80.0,Notebook / Notes,Yes,No,Medium,Medium,100.0,97.0,Excellent,No Comment
R2057,S0347,2026-02-10,17.0,Male,Grade 12,Public,Math,4.6,4.9,3.4,86.0,81.0,Private Tutor,No,Yes,Medium,Medium,92.0,100.0,Excellent,Needs revision plan
R0320,S0388,2026-03-26,13.0,Female,Grade 8,Public,History,3.6,8.8,2.9,83.0,97.0,Self Study,No,No,Low,Medium,100.0,100.0,Excellent,Good analytical thinking
R0164,S0563,2026-03-27,13.0,Female,Grade 8,Public,English,2.2,7.4,4.2,71.0,69.0,Group Study,No,Yes,Medium,Low,71.0,85.0,Good,Improved this term
R3113,S0274,2026-02-04,13.0,Female,Grade 8,Public,History,4.5,6.3,5.2,100.0,72.0,Group Study,No,Yes,High,Low,68.0,79.0,Good,Consistent effort
R3011,S0440,2026-04-25,15.0,Male,Grade 10,International,History,4.2,5.2,3.5,89.0,67.0,Private Tutor,Yes,Yes,High,Medium,94.0,99.0,Excellent,Improved this term
R0625,S0375,2026-03-09,13.0,Female,Grade 8,International,Science,5.0,6.0,4.9,92.0,61.0,Private Tutor,Yes,Yes,High,Low,95.0,91.0,Excellent,Absent during some activities
R1277,S0728,2026-02-19,14.0,Male,Grade 9,Public,Computer Science,3.7,7.7,4.9,76.0,98.0,Online Videos,No,Yes,Low,Medium,80.0,90.0,Excellent,Improved this term
R3301,S0630,2026-02-01,16.0,Male,Grade 9,Public,English,4.5,7.5,2.0,92.0,52.0,Online Videos,No,No,Medium,Medium,98.0,97.0,Excellent,Good analytical thinking
R2737,S0089,2026-02-08,15.0,Female,Grade 10,Private,Science,3.2,6.8,6.4,83.0,64.0,Private Tutor,Yes,Yes,High,High,68.0,74.0,Pass,Needs better time management
R0997,S0271,2026-02-18,13.0,Female,Grade 8,Public,Science,4.8,7.9,7.1,75.0,76.0,Private Tutor,Yes,Yes,High,Medium,100.0,97.0,Excellent,Needs revision plan
R1686,S0181,2026-04-16,15.0,Female,Grade 10,Private,Math,2.6,7.7,4.9,83.0,76.0,Self Study,Yes,Yes,Medium,High,95.0,85.0,Good,Strong participation
R1151,S0732,2026-04-09,17.0,Female,Grade 9,International,History,2.7,7.5,5.2,84.0,84.0,Group Study,No,Yes,Medium,Medium,100.0,88.0,Excellent,Consistent effort
R3225,S0742,2026-03-13,16.0,Male,Grade 11,Public,Computer Science,2.7,8.9,4.2,75.0,74.0,Self Study,Yes,Yes,Low,Low,89.0,100.0,Excellent,Excellent focus
R3198,S0316,2026-03-18,17.0,Male,Grade 12,Public,History,3.0,6.8,5.2,86.0,60.0,Online Videos,No,Yes,Low,Low,75.0,72.0,Pass,Excellent focus
R0751,S0176,2026-02-13,15.0,Male,Grade 10,Private,Math,3.4,7.2,7.5,85.0,87.0,Online Videos,No,No,High,High,67.0,92.0,Pass,Absent during some activities
R1557,S0546,2026-04-10,17.0,Male,Grade 12,International,Math,3.9,7.2,5.2,68.0,85.0,Group Study,No,Yes,High,High,76.0,92.0,Good,Needs better time management
R1743,S0680,2026-02-12,14.0,Female,Grade 9,Private,English,2.7,8.1,5.8,80.0,84.0,Notebook / Notes,No,Yes,Low,High,100.0,96.0,Excellent,Needs better time management
R3440,S0630,2026-04-17,16.0,Male,Grade 11,Public,History,5.7,6.1,2.9,92.0,88.0,Group Study,No,Yes,Medium,Medium,100.0,98.0,Excellent,No Comment
R1404,S0419,2026-04-13,13.0,Female,Grade 8,International,Science,2.2,7.6,5.7,79.0,99.0,Self Study,No,Yes,Medium,Low,81.0,83.0,Good,Consistent effort
R0616,S0294,2026-04-05,16.0,Male,Grade 11,Public,Math,4.8,4.6,3.7,81.0,67.0,Private Tutor,No,Yes,Low,Medium,82.0,91.0,Excellent,Consistent effort
R3453,S0504,2026-05-01,13.0,Female,Grade 8,International,English,1.9,8.3,5.6,90.0,86.0,Self Study,No,Yes,Low,Medium,83.0,83.0,Good,Consistent effort
R1281,S0606,2026-04-03,17.0,Male,Grade 12,Private,Math,4.2,6.8,5.5,82.0,73.0,Notebook / Notes,No,Yes,High,High,84.0,90.0,Excellent,Needs better time management
R3760,S0592,2026-02-12,15.0,Female,Grade 10,Public,Computer Science,1.7,6.2,4.9,72.0,77.0,Group Study,No,Yes,Medium,High,73.0,72.0,Pass,Often distracted
R2856,S0543,2026-02-24,15.0,Female,Grade 10,Public,Computer Science,4.0,7.1,4.2,86.0,68.0,Online Videos,No,Yes,Low,High,87.0,90.0,Excellent,Good analytical thinking
R2038,S0745,2026-02-01,13.0,Female,Grade 8,International,History,1.7,5.7,2.8,89.0,81.0,Private Tutor,Yes,Yes,Medium,Medium,74.0,86.0,Good,Absent during some activities
R0664,S0016,2026-03-18,13.0,Male,Grade 8,Private,English,3.7,7.5,1.5,84.0,49.0,Self Study,Yes,No,High,High,90.0,96.0,Excellent,No Comment
R0886,S0697,2026-02-05,14.0,Female,Grade 8,International,History,2.4,7.0,2.2,87.0,75.0,Self Study,No,Yes,Medium,Medium,79.0,85.0,Good,Homework quality varies
R0592,S0680,2026-03-20,17.0,Male,Grade 12,Private,History,4.8,7.6,3.4,90.0,48.0,Private Tutor,No,Yes,Medium,High,87.0,99.0,Excellent,Homework quality varies
R0088,S0485,2026-04-22,16.0,Female,Grade 11,Private,Math,3.2,8.2,3.0,83.0,90.0,Notebook / Notes,No,Yes,Low,High,88.0,94.0,Excellent,Needs better time management
R0083,S0643,2026-02-20,17.0,Male,Grade 12,Public,English,3.3,7.2,3.3,94.0,37.0,Self Study,No,Yes,High,High,76.0,80.0,Good,Needs revision plan
R1725,S0287,2026-02-23,13.0,Male,Grade 8,Public,Computer Science,3.3,8.7,4.2,86.0,83.0,Online Videos,No,Yes,High,Medium,85.0,90.0,Excellent,Absent during some activities
R0806,S0495,2026-03-13,14.0,Male,Grade 9,Private,History,3.4,8.7,5.2,90.0,76.0,Self Study,Yes,No,Medium,Medium,94.0,92.0,Excellent,No Comment
R0159,S0268,2026-02-13,17.0,Male,Grade 12,Public,Math,3.3,6.5,5.4,90.0,87.0,Self Study,No,Yes,Low,Medium,92.0,90.0,Excellent,Consistent effort
R1552,S0217,2026-02-10,15.0,Female,Grade 10,Public,Math,1.7,8.1,3.5,81.0,75.0,Online Videos,Yes,Yes,Medium,Medium,100.0,92.0,Excellent,Improved this term
R3025,S0433,2026-09-02,16.0,Male,Grade 11,Public,History,3.6,6.9,5.1,88.0,92.0,Self Study,No,Yes,Low,Medium,90.0,85.0,Good,Consistent effort
R1066,S0014,2026-02-20,16.0,Female,Grade 11,Public,Computer Science,1.6,6.3,5.1,90.0,67.0,Private Tutor,No,Yes,Low,Medium,75.0,74.0,Pass,Good analytical thinking
R0552,S0447,2026-04-14,13.0,Female,Grade 8,Public,Science,3.2,7.2,1.8,93.0,61.0,Group Study,Yes,Yes,Low,Medium,70.0,77.0,Good,Consistent effort
R2304,S0593,2026-02-19,17.0,Female,Grade 12,Private,English,3.2,8.3,2.9,88.0,100.0,Self Study,No,Yes,Low,High,93.0,98.0,Excellent,-
R0399,S0425,2026-02-23,16.0,Female,Grade 11,Public,History,3.8,8.9,6.3,73.0,63.0,Online Videos,Yes,Yes,High,Low,100.0,100.0,Excellent,Consistent effort
R1535,S0163,2026-03-13,15.0,Female,Grade 10,Public,Computer Science,3.4,8.1,2.4,93.0,70.0,Self Study,No,Yes,Medium,High,98.0,92.0,Needs Improvement,Strong participation
R2984,S0480,2026-02-12,16.0,Female,Grade 11,Public,Math,3.0,8.5,3.6,81.0,100.0,Private Tutor,Yes,Yes,Medium,High,100.0,97.0,Excellent,Good analytical thinking
R0500,S0098,2026-03-24,13.0,Male,Grade 8,Public,Science,5.8,7.9,2.7,78.0,84.0,Group Study,No,Yes,High,Medium,91.0,100.0,Excellent,Needs revision plan
R2569,S0618,2026-02-07,14.0,Male,Grade 9,Private,History,1.3,5.9,2.0,91.0,69.0,Notebook / Notes,Yes,Yes,Medium,Medium,98.0,97.0,Excellent,Excellent focus
R2340,S0389,2026-03-25,14.0,Male,Grade 9,International,Math,1.2,6.4,5.7,84.0,100.0,Self Study,No,Yes,Medium,Medium,56.0,92.0,Pass,Often distracted
R1444,S0243,2026-04-27,13.0,Female,Grade 8,Public,Science,2.7,7.2,4.5,97.0,78.0,Group Study,Yes,Yes,Medium,Medium,100.0,100.0,Excellent,Absent during some activities
R0846,S0351,2026-03-10,15.0,Male,Grade 10,Private,Computer Science,1.9,7.4,2.8,89.0,91.0,Online Videos,No,Yes,Medium,Medium,93.0,92.0,Excellent,Improved this term
R0288,S0109,2026-04-23,16.0,Male,Grade 11,Private,Computer Science,2.4,6.3,6.7,91.0,85.0,Notebook / Notes,No,Yes,Medium,Low,92.0,99.0,Excellent,Often distracted
R3272,S0175,2026-03-22,16.0,Male,Grade 11,Public,History,2.7,7.4,5.9,90.0,71.0,Notebook / Notes,Yes,No,Medium,High,90.0,85.0,Good,No Comment
R1108,S0203,2026-03-02,14.0,Female,Grade 9,Public,Math,1.4,7.1,7.2,88.0,69.0,Private Tutor,Yes,Yes,High,Medium,58.0,72.0,Pass,Consistent effort
R3290,S0579,2026-02-19,13.0,Male,Grade 8,Public,English,3.0,7.4,5.2,90.0,95.0,Self Study,No,Yes,Low,High,95.0,95.0,Excellent,Strong participation
R0948,S0683,2026-03-01,17.0,Female,Grade 12,Private,Science,4.1,7.3,2.9,87.0,37.0,Group Study,Yes,Yes,Low,Medium,100.0,93.0,Excellent,Improved this term
R0274,S0065,2026-02-07,15.0,Male,Grade 10,Public,English,1.9,7.3,3.8,78.0,84.0,Self Study,Yes,Yes,Low,High,91.0,93.0,Excellent,Absent during some activities
R2739,S0518,2026-04-19,15.0,Female,Grade 10,Public,Computer Science,4.1,6.6,4.2,92.0,96.0,Private Tutor,Yes,Yes,High,Low,96.0,91.0,Excellent,Absent during some activities
R0798,S0313,2026-02-11,17.0,Male,Grade 12,Public,History,3.1,8.1,2.8,93.0,46.0,Online Videos,Yes,Yes,Medium,High,100.0,100.0,Excellent,Consistent effort
R0129,S0518,2026-03-27,15.0,Male,Grade 10,Public,Science,3.7,8.1,4.2,83.0,36.0,Self Study,Yes,Yes,Medium,High,83.0,90.0,Excellent,No Comment
R0716,S0746,2026-02-08,16.0,Male,Grade 11,Private,Computer Science,3.5,8.1,4.8,86.0,100.0,Online Videos,Yes,Yes,Low,Low,98.0,99.0,Excellent,Needs revision plan
R0127,S0681,2026-02-13,16.0,Female,Grade 11,International,Math,1.5,7.2,4.2,89.0,80.0,Private Tutor,No,Yes,Low,Low,89.0,86.0,Good,Strong participation
R1786,S0746,2026-02-18,16.0,Male,Grade 11,International,History,1.5,7.1,5.9,87.0,84.0,Self Study,No,Yes,Low,Medium,88.0,83.0,Good,Often distracted
R2212,S0487,2026-03-11,15.0,Female,Grade 10,International,Science,1.9,7.3,5.1,87.0,74.0,Self Study,No,Yes,High,Medium,78.0,86.0,Good,No Comment
R3868,S0003,2026-04-19,14.0,Male,Grade 8,Public,English,2.6,8.5,0.6,94.0,87.0,Private Tutor,Yes,Yes,Medium,High,99.0,100.0,Excellent,Absent during some activities
R1302,S0593,2026-04-13,16.0,Female,Grade 11,International,History,2.5,7.4,2.9,84.0,81.0,Private Tutor,Yes,Yes,Medium,High,100.0,97.0,Excellent,Needs better time management
R3150,S0007,2026-02-03,15.0,Female,Grade 11,Public,Science,3.2,9.4,3.6,66.0,64.0,Group Study,No,No,Medium,Medium,86.0,88.0,Good,Good analytical thinking
R3662,S0378,2026-03-05,14.0,Male,Grade 9,Public,English,2.2,7.3,4.5,94.0,77.0,Group Study,Yes,Yes,Medium,High,100.0,92.0,Excellent,Needs revision plan
R0793,S0061,2026-03-14,17.0,Female,Grade 12,Private,English,2.2,7.0,5.2,89.0,65.0,Group Study,No,Yes,High,Low,56.0,73.0,Pass,No Comment
R1973,S0055,2026-02-16,13.0,Female,Grade 8,Public,Math,3.2,7.9,5.3,93.0,60.0,Private Tutor,Yes,No,High,Low,90.0,100.0,Excellent,Absent during some activities
R2670,S0569,2026-02-18,15.0,Male,Grade 10,Public,Science,4.3,6.3,4.0,88.0,76.0,Online Videos,No,Yes,Medium,Low,82.0,100.0,Excellent,Strong participation
R3362,S0420,2026-03-11,14.0,Female,Grade 9,Public,Math,5.1,8.5,5.7,84.0,81.0,Notebook / Notes,No,Yes,Low,High,99.0,100.0,Excellent,No Comment
R0810,S0187,2026-03-25,13.0,Female,Grade 8,International,Math,2.8,8.4,5.8,95.0,78.0,Notebook / Notes,No,Yes,Medium,Medium,79.0,80.0,Good,Consistent effort
R0684,S0039,2026-02-27,13.0,Male,Grade 8,Public,Science,3.9,6.4,4.0,75.0,100.0,Self Study,No,Yes,High,Medium,86.0,95.0,Excellent,Improved this term
R3186,S0527,2026-02-21,15.0,Female,Grade 10,Public,Computer Science,3.8,7.9,5.8,88.0,46.0,Online Videos,No,Yes,Medium,Low,62.0,71.0,Pass,Needs revision plan
R0139,S0673,2026-02-20,13.0,Male,Grade 8,International,Math,3.2,6.5,4.1,88.0,84.0,Notebook / Notes,No,Yes,Medium,Low,81.0,81.0,Good,Homework quality varies
R1154,S0189,2026-02-19,15.0,Male,Grade 10,Public,History,2.6,8.8,4.5,100.0,57.0,Online Videos,Yes,Yes,Medium,Medium,93.0,99.0,Excellent,Good analytical thinking
R2677,S0288,2026-04-03,13.0,Female,Grade 8,Public,Computer Science,3.1,7.0,5.0,90.0,85.0,Self Study,No,Yes,High,Medium,76.0,80.0,Good,Excellent focus
R2132,S0395,2026-03-03,13.0,Male,Grade 8,Public,History,3.1,6.8,3.3,85.0,49.0,Private Tutor,Yes,Yes,Low,Medium,90.0,83.0,Good,Excellent focus
R2417,S0677,2026-03-18,16.0,Male,Grade 11,Private,History,3.2,7.7,5.4,91.0,45.0,Group Study,No,Yes,Medium,Low,64.0,76.0,Good,No Comment
R0162,S0627,2026-02-08,13.0,Female,Grade 8,Public,Math,4.1,6.7,2.8,89.0,100.0,Private Tutor,No,Yes,Low,High,90.0,100.0,Excellent,Needs revision plan
R0253,S0142,2026-02-22,16.0,Male,Grade 11,International,History,4.0,7.8,5.3,73.0,71.0,Online Videos,No,Yes,Medium,High,86.0,96.0,Excellent,No Comment
R2412,S0551,2026-04-28,17.0,Male,Grade 12,Public,Science,3.2,7.7,3.6,86.0,53.0,Group Study,Yes,Yes,High,High,100.0,100.0,Excellent,Needs better time management
R3667,S0239,2026-02-10,15.0,Female,Grade 10,Public,Computer Science,4.7,9.3,4.1,92.0,56.0,Notebook / Notes,No,Yes,Medium,Medium,98.0,95.0,Excellent,Strong participation
R1652,S0688,2026-03-18,16.0,Female,Grade 11,Public,History,3.2,7.4,6.7,71.0,96.0,Self Study,No,Yes,High,Medium,75.0,71.0,Pass,Good analytical thinking
R3866,S0027,2026-02-17,14.0,Female,Grade 9,Public,History,3.0,7.4,7.3,77.0,93.0,Notebook / Notes,No,Yes,Low,High,69.0,71.0,Pass,No Comment
R0215,S0179,2026-03-25,17.0,Male,Grade 11,International,Math,3.8,5.5,4.1,80.0,90.0,Notebook / Notes,No,Yes,Medium,High,89.0,98.0,Excellent,Improved this term
R3699,S0510,2026-04-13,13.0,Female,Grade 9,Public,English,4.7,5.8,3.3,91.0,88.0,Online Videos,No,Yes,Low,Low,93.0,91.0,Excellent,Consistent effort
R3824,S0580,2026-04-03,16.0,Female,Grade 11,Private,Science,4.2,7.2,7.1,88.0,73.0,Notebook / Notes,No,Yes,Low,Low,93.0,92.0,Excellent,Needs better time management
R3590,S0152,2026-04-27,15.0,Male,Grade 9,Public,Math,2.7,8.2,4.8,100.0,76.0,Self Study,No,Yes,High,Medium,90.0,78.0,Good,Often distracted
R2447,S0395,2026-03-15,14.0,Female,Grade 9,Private,Science,2.8,8.8,3.6,84.0,62.0,Self Study,No,Yes,Medium,High,100.0,96.0,Excellent,Strong participation
R1214,S0483,2026-04-15,16.0,Male,Grade 11,International,Science,1.9,8.1,3.1,96.0,70.0,Notebook / Notes,No,Yes,Medium,High,96.0,91.0,Excellent,Excellent focus
R0827,S0364,2026-02-14,13.0,Female,Grade 8,Public,Math,5.6,7.8,2.4,77.0,72.0,Private Tutor,Yes,No,Low,High,100.0,100.0,Excellent,Strong participation
R3692,S0292,2026-02-12,17.0,Female,Grade 12,Private,Science,3.7,5.6,4.0,93.0,64.0,Self Study,No,Yes,Low,Low,86.0,91.0,Excellent,Needs revision plan
R3264,S0505,2026-04-19,15.0,Male,Grade 10,Private,Computer Science,3.6,7.6,4.2,73.0,75.0,Private Tutor,No,Yes,Medium,Low,100.0,91.0,Excellent,Strong participation
R0010,S0552,2026-04-20,17.0,Female,Grade 12,Private,English,3.2,8.2,4.3,78.0,76.0,Online Videos,No,No,Medium,Low,100.0,100.0,Excellent,No Comment
R3684,S0737,2026-02-02,14.0,Female,Grade 9,International,Computer Science,2.5,6.1,3.7,88.0,77.0,Notebook / Notes,No,Yes,High,Medium,65.0,74.0,Pass,Needs revision plan
R0737,S0697,2026-02-09,15.0,Female,Grade 10,Private,Math,3.2,5.0,4.6,98.0,52.0,Group Study,No,No,High,Medium,84.0,91.0,Excellent,Homework quality varies
R1869,S0363,2026-02-24,15.0,Male,Grade 10,Private,Science,6.5,7.3,0.8,95.0,100.0,Group Study,No,Yes,Medium,Medium,90.0,100.0,Excellent,Often distracted
R2122,S0688,2026-04-19,16.0,Female,Grade 11,Public,History,5.3,7.2,2.0,96.0,89.0,Online Videos,No,Yes,High,Low,82.0,91.0,Excellent,Consistent effort
R3125,S0435,2026-02-04,16.0,Female,Grade 11,International,Science,4.5,8.1,1.2,67.0,85.0,Group Study,No,Yes,Low,Medium,96.0,85.0,Good,Excellent focus
R0836,S0575,2026-04-18,14.0,Female,Grade 9,Private,English,2.5,7.2,4.2,77.0,65.0,Online Videos,No,Yes,Medium,Low,65.0,84.0,Good,Good analytical thinking
R1626,S0426,2026-02-19,16.0,Male,Grade 11,International,Math,4.7,6.5,4.3,77.0,67.0,Online Videos,Yes,No,Medium,Low,89.0,93.0,Excellent,Often distracted
R1850,S0626,2026-03-19,13.0,Male,Grade 8,Private,English,4.1,6.1,4.1,87.0,76.0,Self Study,No,Yes,Medium,Medium,90.0,88.0,Good,Excellent focus
R0269,S0449,2026-03-30,14.0,Female,Grade 9,Private,English,3.9,7.2,5.6,100.0,90.0,Self Study,No,Yes,Medium,Medium,100.0,98.0,Excellent,Needs better time management
R0454,S0338,2026-04-08,15.0,Male,Grade 10,Private,Science,3.9,6.8,6.0,80.0,93.0,Group Study,No,Yes,High,Medium,90.0,82.0,Good,Often distracted
R2491,S0572,2026-03-29,16.0,Male,Grade 11,Public,Math,5.0,7.2,5.6,86.0,66.0,Notebook / Notes,Yes,Yes,Medium,Medium,100.0,100.0,Excellent,Often distracted
R3865,S0553,2026-04-07,16.0,Male,Grade 11,Public,Math,4.6,5.6,2.9,91.0,58.0,Online Videos,No,Yes,Low,Low,80.0,85.0,Good,No Comment
R1255,S0284,2026-02-10,17.0,Male,Grade 12,International,Math,4.1,7.8,5.7,87.0,98.0,Group Study,Yes,Yes,Medium,High,95.0,94.0,Excellent,Absent during some activities
R1728,S0514,2026-04-06,14.0,Male,Grade 9,International,Computer Science,3.1,8.2,5.6,95.0,96.0,Private Tutor,No,Yes,High,Medium,77.0,76.0,Good,Needs better time management
R0706,S0108,2026-02-17,16.0,Female,Grade 8,International,Computer Science,4.4,6.7,4.2,87.0,78.0,Online Videos,Yes,Yes,High,High,98.0,100.0,Excellent,Needs revision plan
R1079,S0468,2026-04-24,14.0,Female,Grade 9,Public,Science,4.5,7.7,4.2,91.0,75.0,Self Study,No,No,Medium,High,90.0,92.0,Excellent,Good analytical thinking
R2001,S0571,2026-03-21,14.0,Female,Grade 9,Public,English,4.1,6.0,5.1,72.0,75.0,Group Study,No,No,Low,Low,95.0,98.0,Excellent,Absent during some activities
R1098,S0407,2026-04-13,13.0,Female,Grade 8,Private,Science,4.5,6.0,5.1,96.0,100.0,Private Tutor,No,Yes,Medium,High,99.0,97.0,Excellent,Excellent focus
R3697,S0419,2026-04-05,15.0,Female,Grade 10,Public,Math,3.0,7.6,3.6,82.0,39.0,Self Study,No,Yes,Medium,Low,75.0,70.0,Pass,Absent during some activities
R2136,S0439,2026-02-17,15.0,Female,Grade 10,Private,English,5.0,4.6,1.2,91.0,100.0,Self Study,Yes,Yes,Medium,High,99.0,100.0,Excellent,Improved this term
R0058,S0106,2026-03-18,13.0,Male,Grade 8,Public,Computer Science,0.0,6.1,3.7,88.0,70.0,Group Study,No,Yes,Low,Medium,84.0,65.0,Pass,Needs better time management
R2854,S0352,2026-03-31,17.0,Female,Grade 12,International,Computer Science,3.2,6.8,3.7,87.0,70.0,Private Tutor,Yes,No,Medium,Medium,96.0,92.0,Excellent,Consistent effort
R2062,S0451,2026-03-02,13.0,Female,Grade 8,Private,History,2.1,6.0,4.1,87.0,87.0,Self Study,No,Yes,Medium,Medium,73.0,77.0,Good,Homework quality varies
R1889,S0692,2026-04-19,15.0,Male,Grade 8,Private,History,1.4,7.4,5.8,88.0,64.0,Self Study,No,No,Low,Low,82.0,77.0,Good,Good analytical thinking
R0882,S0286,2026-03-14,13.0,Male,Grade 8,Public,Computer Science,2.6,8.2,4.3,84.0,78.0,Private Tutor,No,Yes,Medium,Medium,75.0,87.0,Good,Excellent focus
R3144,S0626,2026-03-24,17.0,Female,Grade 12,Public,Computer Science,4.6,7.5,3.9,88.0,74.0,Self Study,Yes,Yes,Medium,High,90.0,96.0,Excellent,-
R3418,S0241,2026-02-20,17.0,Male,Grade 12,Private,History,3.6,7.2,5.3,88.0,54.0,Notebook / Notes,No,Yes,Low,Medium,88.0,88.0,Good,No Comment
R3479,S0169,2026-03-06,16.0,Male,Grade 11,Public,Computer Science,3.0,8.1,3.3,89.0,62.0,Private Tutor,No,Yes,High,Medium,90.0,89.0,Good,Homework quality varies
